folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
18920;Amerika;"Université Rennes 2 Haute Bretagne, LIRA (Laboratoire de Recherches Interdisciplinaires sur les Amériques)-ERIMIT";1;1;7086;Iberoamericanistas-Europa;2107-0806;2107-0806;;"Historia, Sociología, Estudios latinoamericanos"
43;Amnis;"Open Edition, plataforma de revistas revues.org ; Aix Marseille Université  Centre des Lettres et Sciences Humaines (Département dEtudes Hispaniques et Latino-Américaines)";1;1;26;Iberoamericanistas-Europa;1764-7193;1764-7193;;"Ciencia política y administración pública, Historia"
20007;"Anacronismo e irrupción";"Universidad de Buenos Aires;  Facultad de Ciencias Sociales;  Instituto de Investigaciones Gino Germani";1;1;7758;Argentina;2250-4982;2250-4982;;"Ciencia política y administración pública, Filosofía"
27548;Añada;"Asociación Cultural Faceira en colaboración con la “Cátedra de Estudios Leoneses” de la Universidad de León.";1;1;11124;España;2695-8481;2695-8643;2695-8643;"Geografía, Historia, Música, Estudios locales, Humanidades, Filología"
893;"Anais do Museu Paulista";"Universidade de São Paulo (USP)";1;1;344;Brasil;1982-0267;0101-4714;0101-4714;"Cultura, Historia"
19004;"Analecta malacitana";"Universidad de Málaga, Facultad de Filosofía y Letras, Sección de Filología";1;1;7098;España;1697-4239;0211-934X;0211-934X;"Lingüística, Literatura"
23959;"Analecta veterinaria";"Universidad Nacional de La Plata, Facultad de Ciencias Veterinarias";1;1;10078;Argentina;1514-2590;0365-5148;;Veterinaria
24380;Anales;"Universidad Nacional de La Plata, Facultad de Ciencias Jurídicas y Sociales";1;1;10207;Argentina;2591-6386;0075-7411;;"Ciencia política y administración pública, Ciencias sociales y humanidades, Derecho y jurisprudencia"
19016;"Anales (Asociación Física Argentina)";"Asociación Física Argentina";1;1;7099;Argentina;1850-1168;0327-358X;0327-358X;Física
925;"Anales Cervantinos";"Editorial CSIC";1;1;353;España;1988-8325;0569-9878;0569-9878;Literatura
19021;"Anales Científicos";"Universidad Nacional Agraria La Molina";1;1;7101;Perú;2519-7398;0255-0407;0255-0407;"Agronomía, Multidisciplinarias"
931;"Anales de antropología";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Antropológicas";1;1;358;México;2448-6221;0185-1225;0185-1225;Antropología
23609;"Anales de arqueología y etnología";"Universidad Nacional de Cuyo, Facultad de Filosofía y Letras, Instituto de Arqueología y Etnología";1;1;9917;Argentina;2591-3093;0325-0288;;"Antropología, Arqueología"
935;"Anales de biología";"Universidad de Murcia";1;1;361;España;1989-2128;1138-3399;1138-3399;Biología
946;"Anales de derecho";"Universidad de Murcia, Servicio de Publicaciones";1;1;364;España;1989-5992;;0210-539X;"Derecho y jurisprudencia"
947;"Anales de documentación";"Universidad de Murcia.  Facultad de Comunicación y  Documentación";1;1;365;España;1697-7904;1575-2437;1575-2437;"Bibliotecología, Ciencias de la información"
23317;"Anales de Edificación";"Universidad Politécnica de Madrid";1;1;9747;España;2444-1309;2444-1309;;"Arquitectura, Ingeniería civil, Ingeniería de materiales"
19043;"Anales de geografía de la Universidad Complutense";"Universidad Complutense de Madrid, Servicio de publicaciones.";1;1;7108;España;1988-2378;0211-9803;0211-9803;Geografía
26051;"Anales de historia antigua, medieval y moderna.";"Universidad de Buenos Aires; Facultad de Filosofía y Letras.";1;1;10766;Argentina;1853-1555;1514-9927;;"Historia, Humanidades"
19045;"Anales de historia del arte";"Ediciones Complutense";1;1;7110;España;1988-2491;0214-6452;0214-6452;"Bellas artes, Historia del arte"
19963;"Anales de investigación en arquitectura";"Universidad ORT Uruguay. Facultad de Arquitectura";1;1;7724;Uruguay;2301-1513;2301-1505;2301-1505;"Arte, Diseño"
20730;"Anales de la Academia de Ciencias de Cuba";"Academia de Ciencias de Cuba";1;1;8266;Cuba;2304-0106;2304-0106;;Multidisciplinarias
19951;"Anales de la Facultad de Medicina";"Universidad de la República, Facultad de Medicina";1;1;7717;Uruguay;2301-1254;2301-1254;0365-2297;Medicina
801;"Anales de la Facultad de Medicina";"Universidad Nacional Mayor de San Marcos. Facultad de Medicina";1;1;302;Perú;1609-9419;1025-5583;1025-5583;"Medicina, Salud pública"
815;"Anales de la Real Academia Nacional de Farmacia";"Real Academia Nacional de Farmacia";1;1;306;España;1697-428X;1697-4271;1697-4271;"Bioquímica, Farmacia, Farmacología, Fisiología, Química"
827;"Anales de la Universidad de Alicante. Historia medieval";"Universidad de Alicante";1;1;309;España;2695-9747;0212-2480;0212-2480;Historia
26403;"Anales de Lingüística.";"EDIFyL Facultad de Filosofía y Letras UNCuyo";1;1;10857;Argentina;2684-0669;0325-3597;;"Filosofía, Lingüística, Sociología"
837;"Anales de literatura española";"Universidad de Alicante";1;1;313;España;2695-4257;0212-5889;0212-5889;Literatura
852;"Anales de psicología";"Universidad de Murcia, Facultad de Psicología";1;1;325;España;1695-2294;0212-9728;0212-9728;Psicología
27770;"Anales de teología ( En línea)";"Centro Teológico";1;1;11195;Chile;2735-6345;0717-4152;0717-4152;"Etica, Religión, Filología"
866;"Anales del Instituto de Actuarios Españoles";"Instituto de Actuarios Españoles";1;1;330;España;2531-2308;0534-3232;0534-3232;"Economía, Finanzas"
23159;"Anales del Instituto de Arte Americano e Investigaciones Estéticas Mario J. Buschiazzo";"Instituto de Arte Americano e Investigaciones Estéticas ""Mario J. Buschiazzo""";1;1;9660;Argentina;2362-2024;0328-9796;;"Arquitectura, Diseño, Historia, Historia del arte, Urbanismo, Estudios latinoamericanos"
879;"Anales del Instituto de Investigaciones Estéticas. UNAM";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Estéticas";1;1;337;México;1870-3062;0185-1276;0185-1276;"Historia del arte"
882;"Anales del Instituto de la Patagonia";"Instituto de la Patagonia";1;1;338;Chile;0718-686X;0718-6932;;"Biología, Botánica, Ciencias atmosféricas, Paleontología, Zoología, Ciencia"
891;"Anales del Jardín Botánico de Madrid";"Editorial CSIC";1;1;342;España;1988-3196;0211-1322;0211-1322;Botánica
19080;"Anales del Seminario de Historia de la Filosofía";"Universidad Complutense de Madrid, Servicio de Publicaciones.";1;1;7123;España;1988-2564;0211-2337;0211-2337;"Filosofía, Psicología"
899;"Anales del Sistema Sanitario de Navarra";"Departamento de Salud del Gobierno de Navarra";1;1;347;España;2340-3527;1137-6627;1137-6627;"Epidemiología, Medicina, Salud pública"
22679;"Anales en gerontología";"Universidad de Costa Rica";1;1;9371;"Costa Rica";2215-4647;1659-0813;1659-0813;Multidisciplinarias
929;"Análise psicológica";"Instituto Superior de Psicologia Aplicada";1;1;356;Portugal;2182-2980;0870-8231;;Psicología
23785;Anàlisi;"Universitat Autònoma de Barcelona";1;1;9992;España;2340-5236;0211-2175;;"Ciencias de la comunicación, Ciencias de la información"
22338;Análisis;"Universidad de Zaragoza";1;1;9210;España;2386-8066;2386-8066;;Filosofía
19086;"Análisis económico";"Universidad Autónoma Metropolitana, Unidad Azcapotzalco, División de Ciencias Sociales y Humanidades";1;1;7125;México;2448-6655;0185-3937;0185-3937;Economía
19089;"Análisis filosófico";"Sociedad Argentina de Análisis Filosófico";1;1;7127;Argentina;1851-9636;0326-1301;;Filosofía
961;"Analisis y modificacion de conducta";"Servicio de Publicaciones de la Universidad de Huelva";1;1;370;España;2173-6855;0211-7339;0211-7339;"Medicina, Psicología"
27860;Analítica;"Universidad de Panamá";1;1;11921;Panamá;2805-1815;2805-1815;;"Etica, Filosofía, Religión"
22182;Anamorphosis;"Rede Brasileira Direito e Literatura (RDL)";1;1;9109;Brasil;2446-8088;2446-8088;;"Derecho y jurisprudencia, Literatura"
971;"Anaquel de estudios árabes";"Servicio de publicaciones. Universidad Complutense de Madrid";1;1;372;España;1988-2645;1130-3964;1130-3964;"Lingüística, Literatura"
25650;"Anatomía Digital";"Ciencia Digital";1;1;10614;Ecuador;2697-3391;;;"Salud pública"
19095;Anclajes;"Universidad Nacional de La Pampa; Facultad de Ciencias Humanas;  Instituto de Investigaciones Literarias y Discursivas";1;1;7130;Argentina;1851-4669;0329-3807;0329-3807;"Lingüística, Literatura, Estudios latinoamericanos"
978;Andamios;"Universidad Autónoma de la Ciudad de México, Colegio de Humanidades y Ciencias Sociales";1;1;376;México;2594-1917;1870-0063;1870-0063;"Ciencias sociales y humanidades"
29267;"Andares: Revista de Derechos Humanos y de la Naturaleza.";"Universidad Andina Simón Bolívar, Sede Ecuador";1;1;11613;Ecuador;2953-6782;;;"Derechos humanos"
980;"Andean geology";"Servicio Nacional de Geología y Minería";1;1;377;Chile;0718-7106;0718-7106;0718-7092;Geología
983;Anduli;"Editorial Universidad de Sevilla";1;1;379;España;2340-4973;1696-0270;1696-0270;Sociología
993;Angiología;"Arán ediciones, S. L.";1;1;384;España;1695-2987;0003-3170;;"Cardiología, Cirugía, Medicina"
994;"Angiologia e cirurgia vascular";"Sociedade Portuguesa de Angiologia e Cirurgia Vascular";1;1;385;Portugal;2183-0096;1646-706X;1646-706X;"Cirugía, Medicina"
21792;Aniki;"AIM-Associação de Investigadores da Imagem em Movimento";1;1;8836;Portugal;2183-1750;2183-1750;;"Cine, Cultura"
1556;"Animal biodiversity and conservation";"Museo de Ciencias Naturales de Barcelona";1;1;598;España;2014-928X;1578-665X;1578-665X;Zoología
22346;Ankulegi;"Ankulegi Antropologia Elkartea";1;1;9217;España;2444-5703;1138-347X;;Antropología
1024;"Anos 90";"Universidade Federal do Rio Grande do Sul (UFRGS)";1;1;394;Brasil;1983-201X;0104-236X;0104-236X;Historia
1025;"Ansiedad y estrés";"Sociedad Española para el Estudio de la Ansiedad y el Estrés";1;1;395;España;2174-0437;1134-7937;1134-7937;"Medicina, Psicología"
29058;ANTEC;"Universidad Nacional de Música";1;1;11670;Perú;2616-681X;2521-8565;2521-8565;Música
21959;Anthropía;"Estudiantes de la Especialidad de Antropología de la Pontificia Universidad Católica del Perú";1;1;8959;Perú;2076-0574;2076-0574;2076-0574;Antropología
24751;"Antigua Matanza";"Instituto de Historia, Secretaría de Desarrollo Universitario, Universidad Nacional de La Matanza";1;1;10300;Argentina;2545-8701;2545-8701;;"Ciencias sociales y humanidades, Historia, Estudios locales, Humanidades"
1040;"Antiguedad y cristianismo";"Universidad de Murcia, Servicio de Publicaciones";1;1;11015;España;1989-6182;0214-7165;0214-7165;Historia
20696;"Antiguos jesuitas en Iberoamérica";"Centro de Investigaciones sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad Nacional de Córdoba";1;1;8248;Argentina;2314-3908;2314-3908;;Historia
1049;Antíteses;"Universidade Estadual de Londrina (UEL)";1;1;401;Brasil;1984-3356;1984-3356;;Historia
22795;"Antrópica. Revista de Ciencias Sociales y Humanidades";"Universidad Autónoma de Yucatán, Facultad de Ciencias Antropológicas";1;1;9454;México;2448-5241;2448-5241;;"Antropología, Arqueología, Ciencias sociales y humanidades, Filosofía, Literatura, Humanidades"
1056;"Antropolítica: Revista Contemporânea de Antropologia";"Universidade Federal Fluminense (UFF)";1;1;403;Brasil;2179-7331;2179-7331;1414-7378;Antropología
1070;"Antropológicas ";"Universidade Fernando Pessoa. Departamento de Ciência Política e do Comportamento";1;1;412;Portugal;2182-2913;0873-819X;0873-819X;Antropología
20462;"Anuari de filologia. Antiqva e Mediaevalia";"Universitat de Barcelona";1;1;8082;España;2014-1386;;;"Lingüística, Literatura, Filología"
19097;"Anuari de filologia. Estudis de lingüística";"Universitat de Barcelona";1;1;7132;España;2014-1408;;;Lingüística
20624;"Anuari de filologia. Literatures contemporànies";"Universitat de Barcelona";1;1;8198;España;2014-1416;2014-1416;;Literatura
24171;"Anuari del conflicte social";"Universidad de Barcelona";1;1;10158;España;2014-6760;2014-6760;;"Ciencia política y administración pública, Ciencias sociales y humanidades, Historia, Sociología"
19098;Anuario;"Universidad de Costa Rica";1;1;7133;"Costa Rica";2215-2873;2215-2806;2215-2806;"Ciencia política y administración pública"
23642;"Anuario (Centro de Estudios Económicos de la Empresa y el Desarrollo)";"Centro de Estudios Económicos de la Empresa y el Desarrollo";1;1;9934;Argentina;2545-8299;1852-5784;;"Economía, Desarrollo económico, Economía de la empresa, Economía internacional, Planeación económica, Planificación del desarrollo"
22137;"Anuário Antropológico";"Universidade de Brasília (UnB)";1;1;9071;Brasil;2357-738X;0102-4302;;"Antropología, Ciencias sociales y humanidades, Etnología"
23737;"Anuario CIDOB de la inmigración";"CIDOB (Barcelona Centre for International Affairs)";1;1;9969;España;2462-6740;2462-6732;;"Ciencias sociales y humanidades"
1131;"Anuario colombiano de historia social y de la cultura";"Universidad Nacional de Colombia";1;1;425;Colombia;2256-5647;0120-2456;0120-2456;Historia
1137;"Anuario da Facultade de Dereito da Universidade da Coruña";"Universidade da Coruña, Servicio de Publicacións";1;1;428;España;2530-6324;1138-039X;1138-039X;"Derecho y jurisprudencia, Derecho civil, Derecho internacional"
25678;"Anuario de arqueología.";"Departamento de Arqueología";1;1;10626;Argentina;2684-0138;1852-8554;;Arqueología
1162;"Anuario de Derecho Municipal";"Marcial Pons";1;1;438;España;2952-0266;1888-7392;1888-7392;"Derecho público"
19101;"Anuario de derechos humanos";"Universidad de Chile, Centro de Derechos Humanos";1;1;7134;Chile;0718-2279;0718-2058;0718-2058;"Ciencias sociales y humanidades"
1169;"Anuario de estudios americanos";"Editorial CSIC";1;1;441;España;1988-4273;0210-5810;0210-5810;"Historia, Estudios latinoamericanos"
19102;"Anuario de Estudios Centroamericanos";"Editorial Universidad de Costa Rica,  Instituto de Investigaciones Sociales";1;1;7135;"Costa Rica";2215-4175;0377-7316;0377-7316;"Antropología, Historia, Sociología"
1176;"Anuario de estudios filológicos";"Universidad de Extremadura, Facultad de Filosofía y Letras";1;1;446;España;2660-7301;0210-8178;0210-8178;"Lingüística, Literatura"
3;"Anuario de estudios medievales";"Editorial CSIC";1;1;3;España;1988-4230;0066-5061;0066-5061;Historia
29777;"Anuario de investigación de la comunicación CONEICC";"Consejo Nacional de Enseñanza e Investigación de las Ciencias de la Comunicación, A.C.";1;1;11793;México;2594-0880;2594-0880;;"Ciencias de la comunicación"
1194;"Anuario de investigación en literatura infantil y juvenil";"Universidad de Vigo";1;1;455;España;2660-7395;1578-6072;1578-6072;Literatura
1204;"Anuario de la Escuela de Historia virtual";"Universidad Nacional de Córdoba, Facultad de Filosofía y Humanidades, Escuela de Historia";1;1;459;Argentina;1853-7049;1666-5856;;"Educación, Historia"
1209;"Anuario de la Facultad de Derecho, Universidad de Extremadura";"Universidad de Extremadura, Servicio de Publicaciones";1;1;461;España;2695-7728;;0213-988X;"Derecho y jurisprudencia"
1248;"Anuario de letras modernas";"Universidad Nacional Autónoma de México, Facultad de Filosofía y Letras";1;1;11041;México;2683-3352;0186-0526;0186-0526;"Literatura, Filología"
22584;"Anuario de letras. Lingüística y filología";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Filológicas, Centro de Lingüística Hispánica";1;1;9303;México;2448-8224;2448-6418;2448-6418;"Lingüística, Filología"
1252;"Anuario de psicología";"Universidad de Barcelona, Facultad de Psicología";1;1;468;España;1988-5253;0066-5126;0066-5126;Psicología
1254;"Anuario de Psicología Jurídica";"Colegio Oficial de Psicólogos de Madrid";1;1;470;España;2174-0542;1133-0740;1133-0740;Psicología
29673;"Anuario del Centro de Estudios Históricos ""Profesor Carlos S. A. Segreti"".";"Universidad Nacional de Córdoba";1;1;11759;Argentina;2683-9164;1666-6836;;Historia
25786;"Anuario del Departamento de Historia y Teoría del Arte";"Universidad Autónoma de Madrid, Departamento de Historia y Teoría del Arte";1;1;10659;España;2530-3562;1130-5517;1130-5517;"Arte, Bellas artes"
20738;"Anuario del Instituto de Historia Argentina";"Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Investigaciones en Humanidades y Ciencias Sociales - Universidad Nacional de La Plata. Centro de Historia Argentina y Americana";1;1;8269;Argentina;2314-257X;1668-950X;;Historia
1271;"Anuario Digital";"Escuela de Historia, Facultad de Humanidades y Artes, Universidad Nacional de Rosario";1;1;478;Argentina;1853-8835;0327-215X;;"Historia, Humanidades"
1274;"Anuário do Instituto de Geociências";"Universidade Federal do Rio de Janeiro (UFRJ)";1;1;479;Brasil;1982-3908;0101-9759;0101-9759;"Ciencias atmosféricas, Geografía, Geología, Oceanografía, Paleontología, Ciencias de la tierra"
5915;"Anuario Electrónico de Estudios en Comunicación Social ""Disertaciones""";"Universidad del Rosario";1;1;1911;Colombia;1856-9536;1856-9536;;"Ciencias de la comunicación"
